Name,Worth,Age,Country,Self_Made,dropped_out,bachelors_degree,masters_degree,MBA,phd_or_professional_degree,other_degrees,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector,Gender,detail1,detail2,number_of_degress,presence_on_list,Continent/Region
Alexander Skorobogatko,3,49,Russia,Y,N,N,Y,N,N,NA,2008,9,1,1,1,Logistics,male,"ports, Self Made","Master of Science, Plekhanov Russian University of Economics",1,90%,Europe
Alexander Svetakov,3.3,49,Russia,Y,N,Y,N,N,N,NA,2008,7,1,1,3,Finance,male,"banking, real estate, Self Made","Bachelor of Science in Engineering, Moscow Institute of Electronic Technology",1,70%,Europe
Alexandra Schoerghuber,3.5,58,Germany,N,,,,,,,2009,9,0,0,0,Real Estate,female,real estate,NA,NA,100%,Europe
Alexandre Grendene Bartelle,2,67,Brazil,Y,,,,,,,2014,4,0,0,0,Fashion and Retail,male,"shoes, Self Made",NA,NA,100%,South America
Alexandre Soares dos Santos,2.7,82,Portugal,N,,,,,,,2014,4,0,0,0,Retail,male,supermarkets,NA,NA,100%,Europe
Alexei Kuzmichev,7.2,54,Russia,Y,N,Y,N,N,N,NA,2008,10,0,0,0,Energy,male,"oil, banking, telecom, Self Made","Bachelor of Arts / Science, Moscow Institute of Steel and Alloys",1,100%,Europe
Alexey Mordashov,17.5,51,Russia,Y,N,Y,N,Y,N,NA,2013,5,0,0,0,Metals and Mining,male,"steel, investments, Self Made","Bachelor of Arts / Science, Leningrad Institute of Ec; Master of Business Administration, University of Northumbria",2,100%,Europe
Alicia Koplowitz,2.5,62,Spain,N,,,,,,,2007,11,0,0,0,Investments,female,"construction, investments",NA,NA,100%,Europe
Aliko Dangote,12.2,60,Nigeria,Y,N,Y,N,N,N,NA,2008,10,0,0,0,Manufacturing,male,"cement, sugar, flour, Self Made","Bachelor of Arts / Science, Al-Azhar University",1,100%,Africa
Alisher Usmanov,15.2,63,Russia,Y,N,N,Y,N,Y,N,2007,11,0,0,0,Metals and Mining,male,"steel, telecom, investments, Self Made","Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations",2,100%,Europe
Aloys Wobben,7.6,65,Germany,Y,N,Y,N,N,N,NA,2009,9,0,0,0,Energy,male,"wind turbines, Self Made","Bachelor of Arts / Science, U of Oldenburg",1,100%,Europe
Aloysio de Andrade Faria,2.4,96,Brazil,N,N,Y,Y,N,N,NA,2007,11,0,0,0,Finance,male,banking,"Bachelor of Arts / Science, University of Minas Gerais; Master of Science, Northwestern University",2,100%,South America
Alvaro Saieh Bendeck,2.5,67,Chile,Y,,,,,,,2013,5,0,0,0,Finance,male,"banking, Self Made",NA,NA,100%,South America
Amancio Ortega,71.3,81,Spain,Y,,,,,,,2007,11,0,0,0,Retail,male,"Zara, Self Made",NA,NA,100%,Europe
Americo Amorim,4.4,82,Portugal,N,,,,,,,2008,10,0,0,0,Diversified,male,"energy, investments",NA,NA,100%,Europe
Ananda Krishnan,6.5,79,Malaysia,Y,N,Y,N,Y,N,NA,2007,11,0,0,0,Telecom,male,"telecoms, media, oil-services, Self Made","Bachelor of Arts / Science, Melbourne University; Master of Business Administration, Harvard University",2,100%,Asia
Anders Holch Povlsen,6.3,44,Denmark,N,,,,,,,2013,5,0,0,0,Retail,male,fashion retail,NA,NA,100%,Europe
Andreas Halvorsen,3.1,55,Norway,Y,N,Y,N,Y,N,NA,2013,5,0,0,0,Investments,male,"hedge funds, Self Made","Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts / Science, Williams College",2,100%,Europe
Andreas Struengmann,3.1,67,Germany,Y,N,N,N,N,Y,NA,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Medical Doctor, University at Buffalo",1,100%,Europe
Andreas von Bechtolsheim,4.5,61,Germany,Y,N,N,Y,N,N,NA,2007,11,0,0,0,Technology,male,"Google, Self Made","Master of Science, Carnegie Mellon University",1,100%,Europe
Andrei Guriev,4.5,57,Russia,Y,N,Y,N,N,N,NA,2010,8,0,0,0,Manufacturing,male,"fertilizers, Self Made","Bachelor of Arts / Science, State Central Institute of Physical Culture",1,100%,Europe
Andrei Kozitsyn,4.3,56,Russia,Y,N,Y,N,N,N,NA,2007,10,1,1,1,Metals and Mining,male,"metals, Self Made","Bachelor of Science in Engineering, Ural Polytechnic Institute",1,91%,Europe
Andrei Skoch,6.9,51,Russia,Y,N,N,N,N,N,Y,2007,10,1,1,1,Metals and Mining,male,"steel, Self Made",State Central Institute of Physical Culture,1,91%,Europe
Andrej Babis,3.4,62,Czech Republic,Y,,,,,,,2010,8,0,0,0,Food and Beverage,male,"agriculture, Self Made",NA,NA,100%,Europe
Andrew Currie,3,61,United Kingdom,Y,N,Y,N,N,N,NA,2016,2,0,0,0,Manufacturing,male,"chemicals, Self Made","Bachelor of Arts / Science, Cambridge University",1,100%,Europe
Andrew Forrest,5.7,55,Australia,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Metals and Mining,male,"mining, Self Made","Bachelor of Arts / Science, University of Western Australia",1,100%,Oceania
Andrew Tan,2.5,64,Philippines,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Diversified,male,"diversified, Self Made","Bachelor of Arts / Science, University of the East",1,100%,Asia
Andrey Melnichenko,13.2,45,Russia,Y,N,N,Y,N,N,NA,2007,11,0,0,0,Energy,male,"coal, fertilizers, Self Made","Master of Science, Plekhanov Russian University of Economics",1,100%,Europe
Angela Leong,4.1,56,Hong Kong,N,N,N,N,N,N,N,2011,7,0,0,0,Gaming,female,casinos,"Diploma, High School",1,100%,Asia
Anil Agarwal,3.2,63,India,Y,,,,,,,2007,11,0,0,0,Metals and Mining,male,"mining, metals, Self Made",NA,NA,100%,Asia
Anil Ambani,2.7,57,India,N,N,Y,N,Y,N,NA,2007,11,0,0,0,Diversified,male,diversified,"Bachelor of Arts / Science, University of Bombay; Master of Business Administration, Wharton School",2,100%,Asia
Anthony Bamford,2.9,71,United Kingdom,N,N,Y,N,N,N,NA,2012,6,0,0,0,Construction and Engineering,male,construction equipment,"Bachelor of Arts / Science, Grenoble University",1,100%,Europe
Anthony Pratt,4.4,57,Australia,N,N,Y,N,N,N,NA,2014,4,0,0,0,Manufacturing,male,packaging,"Bachelor of Arts / Economics, Monash University",1,100%,Oceania
Antonia Johnson,5.5,73,Sweden,N,N,N,Y,N,N,NA,2007,11,0,0,0,Diversified,female,diversified,"Master of Arts, University of Stockholm",1,100%,Europe
Antonio Del Valle Ruiz,3,78,Mexico,Y,,,,,,,2014,4,0,0,0,Manufacturing,male,"chemicals, Self Made",NA,NA,100%,South America
Antti Herlin,3.5,60,Finland,N,,,,,,,2010,8,0,0,0,Manufacturing,male,"elevators, escalators",NA,NA,100%,Europe
Aristotelis Mistakidis,2.1,55,Greece,Y,N,Y,N,N,N,NA,2012,5,1,1,1,Metals and Mining,male,"mining, commodities, Self Made","Bachelor of Arts / Science, London School of Economics",1,83%,Europe
Arkady Rotenberg,2.6,65,Russia,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Construction and Engineering,male,"construction, pipes, banking, Self Made","Bachelor of Arts / Science, Leningrad Institute of Physical Culture",1,100%,Europe
Arne Wilhelmsen,2.8,86,Norway,N,N,Y,N,N,N,NA,2007,11,0,0,0,Logistics,male,cruise ships,"Bachelor of Arts / Science, Harvard University",1,100%,Europe
Arnon Milchan,5.2,72,Israel,Y,,,,,,,2007,11,0,0,0,Media,male,"movie making, Self Made",NA,NA,100%,Middle East
Arthur Irving,4.5,87,Canada,N,,,,,,,2014,4,0,0,0,Oil,male,oil,NA,NA,100%,North America
Ashwin Dani,2.7,74,India,N,N,Y,Y,N,N,NA,2011,7,0,0,0,Manufacturing,male,paints,"Bachelor of Arts / Science, Bombay University; Master of Science, University of Akron",2,100%,Asia
August von Finck,7.4,87,Germany,N,,,,,,,2007,11,0,0,0,Investments,male,investments,NA,NA,100%,Europe
Augusto & Giorgio Perfetti,5.8,-,Italy,N,,,,,,,2013,5,0,0,0,Food and Beverage,male,candy,NA,NA,100%,Europe
Axel Oberwelland,4.4,50,Germany,N,,,,,,,2007,11,0,0,0,Food and Beverage,male,candy,NA,NA,100%,Europe
Azim Premji,14.9,71,India,N,N,Y,N,N,N,NA,2007,11,0,0,0,Technology,male,software services,"Bachelor of Arts / Science, Stanford University",1,100%,Asia
B.R. Shetty,3,75,India,Y,,,,,,,2014,4,0,0,0,Construction and Engineering,male,"healthcare, Self Made",NA,NA,100%,Asia
Baba Kalyani,2.4,68,India,N,N,N,Y,N,N,NA,2007,9,2,2,1,Construction and Engineering,male,engineering,"Master of Science, Massachusetts Institute of Technology",1,82%,Asia
Bahaa Hariri,2.2,50,Lebanon,N,N,Y,N,N,N,NA,2007,11,0,0,0,Real Estate,male,"real estate, investments, logistics","Bachelor of Arts / Science, Boston University",1,100%,Middle East
Bajaj brothers,3.5,-,India,N,,,,,,,2017,1,0,0,0,Manufacturing,family,diversified,NA,NA,100%,Asia
Barry Lam,3.8,67,Taiwan,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Technology,male,"electronics, Self Made","Bachelor of Arts / Science, National Taiwan University",1,100%,Asia
Beate Heister & Karl Albrecht Jr.,27.2,-,Germany,N,,,,,,,2015,3,0,0,0,Construction and Engineering,family,Germany,NA,NA,100%,Europe
Benu Gopal Bangur,5.2,85,India,N,N,Y,N,N,N,NA,2010,7,1,1,1,Manufacturing,male,cement,"Bachelor of Arts / Science, Calcutta University",1,88%,Asia
Bergit Douglas,2,70,Germany,N,,,,,,,2014,4,0,0,0,Retail,female,consumer goods,NA,NA,100%,Europe
Bernard (Barry) Sherman,3,75,Canada,Y,N,Y,Y,N,Y,NA,2007,11,0,0,0,Health care,male,"pharmaceuticals, Self Made","Bachelor of Science in Engineering, University of Toronto; Doctorate, Massachusetts Institute of Technology; Master of Science, Massachusetts Institute of Technology",3,100%,North America
Bernard Arnault,41.5,68,France,N,N,Y,N,N,N,NA,2007,11,0,0,0,Fashion and Retail,male,LVMH,"Bachelor of Arts / Science, Ecole Polytechnique de Paris",1,100%,Europe
Bernard Broermann,3.3,73,Germany,Y,N,N,N,Y,N,NA,2009,9,0,0,0,Health care,male,"hospitals, Self Made","Master of Business Administration, Harvard University",1,100%,Europe
Bernard Ecclestone,2.9,86,United Kingdom,Y,,,,,,,2007,11,0,0,0,Sports,male,"Formula One, Self Made",NA,NA,100%,Europe
Bernard Fraisse,2.3,60,France,Y,,,,,,,2015,3,0,0,0,Health care,male,"pharmaceuticals, Self Made",NA,NA,100%,Europe
Bernard Lewis,2.3,91,United Kingdom,Y,,,,,,,2017,1,0,0,0,Manufacturing,male,"fashion retailer, Self Made",NA,NA,100%,Europe
Bernardo Matte,2.8,61,Chile,N,N,Y,N,N,N,NA,2013,5,0,0,0,Manufacturing,male,paper,"Bachelor of Arts / Science, University of Chile",1,100%,South America
Bertil Hult,4,76,Sweden,Y,,,,,,,2012,6,0,0,0,Service,male,"education, Self Made",NA,NA,100%,Europe
Bidzina Ivanishvili,4.5,61,Georgia,Y,,,,,,,2012,6,0,0,0,Investments,male,"investments, Self Made",NA,NA,100%,Europe
Bruno Schroder,5.1,84,United Kingdom,N,N,N,Y,Y,N,NA,2007,11,0,0,0,Finance,male,banking,"Master of Business Administration, Harvard University; Master of Science, Oxford University",2,100%,Europe
Bulat Utemuratov,2.3,59,Kazakhstan,Y,,,,,,,2008,7,1,1,3,Metals and Mining,male,"mining, banking, hotels, Self Made",NA,NA,70%,Middle East
Cai Kui,2.7,54,China,Y,N,Y,N,N,N,NA,2013,5,0,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Nanjing University of Aeronautics &amp; Astronautics",2,100%,Asia
Cao Longxiang,2.7,59,China,Y,,,,,,,2015,3,0,0,0,Health care,male,"pharmaceuticals, Self Made",NA,NA,100%,Asia
Carl Bennet,2.5,65,Sweden,Y,N,N,N,Y,N,NA,2013,5,0,0,0,Investments,male,"investments, Self Made","Master of Business Administration, University of Gothenburg",1,100%,Europe
Carlo Benetton,2.7,73,Italy,Y,,,,,,,2007,11,0,0,0,Fashion and Retail,male,"fashion retail, investments, Self Made",NA,NA,100%,Europe
Carlo Fidani,2,62,Canada,N,,,,,,,2012,6,0,0,0,Real Estate,male,real estate,NA,NA,100%,North America
Carlos Alberto Sicupira,12.5,69,Brazil,Y,N,Y,N,N,N,NA,2007,11,0,0,0,Food and Beverage,male,"beer, Self Made","Bachelor of Arts / Science, Universidade Federal do Rio de Janeiro",1,100%,South America
Carlos Ardila L<fc>lle,2.6,86,Colombia,Y,,,,,,,2013,5,0,0,0,Food and Beverage,male,"soft drinks, diversified, Self Made",NA,NA,100%,South America
Carlos Rodriguez-Pastor,2.7,58,Peru,N,N,Y,N,Y,N,NA,2012,6,0,0,0,Finance,male,finance,"Bachelor of Arts / Science, University of California Berkeley; Master of Business Administration, Tuck School of Business",2,100%,South America
Carlos Slim Helu,54.5,77,Mexico,Y,N,Y,N,N,N,NA,2008,10,0,0,0,Telecom,male,"telecom, Self Made","Bachelor of Arts / Science, Universidad Nacional Autonoma de Mexico",1,100%,South America
Caroline Hagen Kjos,2.5,33,Norway,N,,,,,,,2016,2,0,0,0,Retail,female,conglomerate,NA,NA,100%,Europe
"Carolus Nolet, Sr.",2.5,76,Netherlands,N,,,,,,,2015,3,0,0,0,Food and Beverage,male,Ketel One vodka,NA,NA,100%,Europe
Carrie Perrodo,6.3,66,France,N,,,,,,,2014,4,0,0,0,Energy,female,oil,NA,NA,100%,Europe
Chairul Tanjung,4.6,54,Indonesia,Y,N,N,N,N,Y,NA,2010,8,0,0,0,Diversified,male,"diversified, Self Made","Medical Doctor, University of Indonesia",1,100%,Asia
Chan Laiwa,5.6,76,China,Y,,,,,,,2010,8,0,0,0,Real Estate,female,"real estate, Self Made",NA,NA,100%,Asia
Chan Tan Ching-fen,2.3,-,Hong Kong,N,,,,,,,2016,2,0,0,0,Real Estate,male,"Hong Kong, Hong Kong",NA,NA,100%,Asia
Chanchai Ruayrungruang,2.9,63,China,Y,,,,,,,2012,6,0,0,0,Food and Beverage,male,"real estate, Self Made",NA,NA,100%,Asia
Chandru Raheja,2.5,76,India,N,N,N,N,N,Y,NA,2008,10,0,0,0,Real Estate,male,real estate,"LLB, Bombay University",1,100%,Asia
Chang-Woo Han,3.4,86,Japan,Y,,,,,,,2007,11,0,0,0,Gaming,male,"pachinko parlors, Self Made",NA,NA,100%,Asia
Charlene de Carvalho-Heineken,12.6,62,Netherlands,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Food and Beverage,female,Heineken,"Bachelor of Arts / Science, Rijnlands Lyceum Wassenaar; Doctor of Jurisprudence, University of Leiden",2,100%,Europe
Charles Bronfman,2.3,85,Canada,N,N,Y,N,N,N,NA,2007,11,0,0,0,Food and Beverage,male,liquor,"Bachelor of Arts / Science, McGill University",1,100%,North America
Charlotte Soderstrom,2.2,40,Sweden,N,,,,,,,2015,3,0,0,0,Fashion and Retail,female,H&amp;M,NA,NA,100%,Europe
Charoen Sirivadhanabhakdi,15.8,72,Thailand,Y,,,,,,,2007,11,0,0,0,Food and Beverage,male,"drinks, real estate, Self Made",NA,NA,100%,Asia
Che Jianxing,3.4,50,China,Y,,,,,,,2011,5,1,1,2,Retail,male,"furniture retailing, Self Made",NA,NA,71%,Asia
Chen Bang,2.1,51,China,Y,,,,,,,2014,4,0,0,0,Health care,male,"hospitals, Self Made",NA,NA,100%,Asia
Chen Dongsheng,2.1,59,China,Y,,,,,,,2017,1,0,0,0,Investments,male,"insurance, Self Made",NA,NA,100%,Asia
Chen Fashu,2.8,56,China,Y,N,N,N,Y,N,N,2007,11,0,0,0,Diversified,male,"investments, Self Made",China Europe International Business School,1,100%,Asia
Chey Tae-Won,3.2,56,South Korea,N,N,Y,Y,N,N,NA,2010,8,0,0,0,Diversified,male,"IT, telecom","Bachelor of Arts / Science, Korea University; Master of Science, University of Chicago",2,100%,Asia
Chip Wilson,2.3,60,Canada,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Fashion and Retail,male,"Lululemon, Self Made","Bachelor of Arts / Science, University of Calgary",1,100%,North America
Christoffel Wiese,5.6,75,South Africa,Y,N,Y,N,N,Y,NA,2011,7,0,0,0,Retail,male,"retail, Self Made","Bachelor of Arts / Science, University of Stellenbosch; LLB, University of Stellenbosch",2,100%,Africa
Christoph Zeller,2.7,59,Liechtenstein,N,,,,,,,2015,3,0,0,0,Health care,male,dental implants,NA,NA,100%,Europe
Christopher Hohn,2.1,50,United Kingdom,Y,N,N,N,Y,N,NA,2014,3,1,1,1,Investments,male,"Hedge fund, Self Made","Master of Business Administration, Harvard Business School",1,75%,Europe
Chu Mang Yee,2.3,57,China,Y,,,,,,,2007,9,2,2,1,Real Estate,male,"real estate, Self Made",NA,NA,82%,Asia
Chung Eui-Sun,2.6,46,South Korea,N,N,Y,N,Y,N,NA,2010,8,0,0,0,Automotive,male,logistics,"Bachelor of Arts / Science, Korea University; Master of Business Administration, University of San Francisco",2,100%,Asia
Chung Mong-Koo,4.9,79,South Korea,N,N,Y,N,N,N,NA,2007,11,0,0,0,Automotive,male,motor vehicles,"Bachelor of Arts / Science, Hanyang University",1,100%,Asia
Clemens Toennies,2.4,60,Germany,Y,,,,,,,2015,3,0,0,0,Food and Beverage,male,"meat processing, Self Made",NA,NA,100%,Europe
Clive Calder,4.5,70,United Kingdom,Y,,,,,,,2007,11,0,0,0,Media,male,"record label, Self Made",NA,NA,100%,Europe
Cyrus Poonawalla,8.1,75,India,N,N,Y,N,N,Y,NA,2007,11,0,0,0,Health care,male,vaccines,"Bachelor of Arts / Science, Pune University; Doctorate, Pune University",2,100%,Asia
Dan Olsson,5,70,Sweden,N,,,,,,,2014,4,0,0,0,Diversified,male,diversified,NA,NA,100%,Europe
Daniel Kretinsky,2,41,Czech Republic,Y,,,,,,,2017,1,0,0,0,Energy,male,"energy generation, Self Made",NA,NA,100%,Europe
Daniel Mate,2.1,53,Spain,Y,N,Y,N,N,N,NA,2012,5,1,1,1,Metals and Mining,male,"mining, commodities, Self Made","Bachelor of Arts / Science, Universidad Comercial de Deusto; Law Degree, Universidad Comercial de Deusto",2,83%,Europe
Daniel Tsai,3.1,60,Taiwan,N,N,N,N,N,Y,NA,2015,3,0,0,0,Finance,male,finance,"LLM, Georgetown University; LLB, National Taiwan University",2,100%,Asia
Daniela Herz,3.5,63,Germany,N,,,,,,,2007,11,0,0,0,Investments,female,coffee,NA,NA,100%,Europe
Danil Khachaturov,2,45,Russia,Y,N,Y,N,N,N,NA,2008,9,1,1,1,Finance,male,"insurance, banking, real estate, Self Made","Bachelor of Arts / Science, Moscow Academy of Finance; Bachelor of Arts / Science, Moscow Institute of Civil Engineering",2,90%,Europe
Daryl Katz,2.9,55,Canada,Y,N,Y,N,N,Y,NA,2007,11,0,0,0,Health care,male,"pharmacies, Self Made","Bachelor of Arts / Science, University of Alberta; Doctor of Jurisprudence, University of Alberta",2,100%,North America
David & Frederick Barclay,5,83,United Kingdom,Y,,,,,,,2007,11,0,0,0,Media,male,"media, retail, Self Made",NA,NA,100%,Europe
David & Simon Reuben,15.3,74,United Kingdom,Y,N,N,N,N,N,Y,2007,11,0,0,0,Real Estate,male,"investments, real estate, Self Made","Sir John Cass College, London",1,100%,Europe
David Cheriton,4.2,66,Canada,Y,N,Y,Y,N,Y,NA,2007,11,0,0,0,Technology,male,"Google, Self Made","Doctorate, University of Waterloo; Bachelor of Arts / Science, University of British Columbia; Master of Science, University of Waterloo",3,100%,North America
David Consunji,3.1,95,Philippines,Y,,,,,,,2013,5,0,0,0,Construction and Engineering,male,"construction, Self Made",NA,NA,100%,Asia
David Hains,2,86,Australia,Y,N,Y,N,N,N,NA,2011,7,0,0,0,Finance,male,"finance, Self Made","Bachelor of Science in Engineering, University of Melbourne",1,100%,Oceania
