artist,FeaturedArtists,main_genre,featured_genre
Steve Miller Band,NA,rock,
Gladys Knight and The Pips,NA,soul,
Three Dog Night,NA,rock,
Hues Corporation,NA,disco,
Stevie Wonder,NA,soul,
Dionne Warwick,NA,rock,
Paper Lace,NA,,
ABBA,NA,,
Hollies,NA,rock,
Steely Dan,NA,rock,
Carly Simon,NA,rock,
Joni Mitchell,NA,rock,
Anne Murray,NA,rock,
Barry White,NA,soul,
Helen Reddy,NA,rock,
Kool and The Gang,NA,soul,
Johnny Bristol,NA,disco,
Mocedades,NA,,
Bachman-Turner Overdrive,NA,rock,
Golden Earring,NA,rock,
Bobby Womack,NA,soul,
O'Jays,NA,soul,
Gladys Knight and The Pips,NA,soul,
Chicago,NA,rock,
Elton John,NA,rock,
Ringo Starr,NA,rock,
O'Jays,NA,soul,
Eric Clapton,NA,rock,
Paul McCartney,NA,rock,
Elton John,NA,rock,
Anne Murray,NA,rock,
Todd Rundgren,NA,rock,
Jim Croce,NA,rock,
Lamont Dozier,NA,,
Stevie Wonder,NA,soul,
Paul McCartney,NA,rock,
First Class,NA,,
Olivia Newton-John,NA,rock,
Chicago,NA,rock,
Spinners,NA,soul,
Captain and Tennille,NA,rock,
Glen Campbell,NA,rock,
Elton John,NA,rock,
Frankie Valli,NA,rock,
"Earth, Wind and Fire",NA,soul,
David Bowie,NA,rock,
Neil Sedaka,NA,rock,
John Denver,NA,rock,
Bee Gees,NA,rock,
Minnie Riperton,NA,soul,
Carl Douglas,NA,disco,
Doobie Brothers,NA,rock,
Janis Ian,NA,rock,
Average White Band,NA,soul,
Van McCoy,NA,disco,
Labelle,NA,soul,
Stevie Wonder,NA,soul,
Helen Reddy,NA,rock,
Ohio Players,NA,soul,
Carpenters,NA,rock,
America,NA,rock,
Elton John,NA,rock,
Barry Manilow,NA,rock,
Olivia Newton-John,NA,rock,
Barry Manilow,NA,rock,
Harry Chapin,NA,rock,
Wings,NA,rock,
10cc,NA,rock,
Billy Swan,NA,,
Linda Ronstadt,NA,rock,
Barry White,NA,soul,
Olivia Newton-John,NA,rock,
Linda Ronstadt,NA,rock,
Phoebe Snow,NA,folk,
Ace,NA,electronic/dance,
"Earth, Wind and Fire",NA,soul,
Styx,NA,rock,
Grand Funk,NA,rock,
Alice Cooper,NA,rock,
K.C. and The Sunshine Band,NA,rock,
Bad Company,NA,rock,
James Taylor,NA,rock,
Orleans,NA,rock,
Average White Band,NA,soul,
Gloria Gaynor,NA,disco,
Paul Anka,NA,rock,
Grand Funk,NA,rock,
Three Degrees,NA,disco,
Eddie Kendricks,NA,soul,
Electric Light Orchestra,NA,rock,
America,NA,rock,
Tavares,NA,disco,
Jethro Tull,NA,rock,
Leo Sayer,NA,rock,
Elton John,NA,rock,
Ray Stevens,NA,,
Neil Sedaka,NA,rock,
Carpenters,NA,rock,
Ringo Starr,NA,rock,
Frankie Valli,NA,rock,
Wings,NA,rock,
Elton John,NA,rock,
Johnnie Taylor,NA,soul,
Wild Cherry,NA,disco,
Manhattans,NA,soul,
Paul Simon,NA,rock,
Daryl Hall and John Oates,NA,rock,
Barry Manilow,NA,rock,
Diana Ross,NA,soul,
Seals and Crofts,NA,rock,
Andrea True Connection,NA,disco,
England Dan and John Ford Coley,NA,,
Hot Chocolate,NA,rock,
Nazareth,NA,rock,
K.C. and The Sunshine Band,NA,rock,
Commodores,NA,rock,
Maxine Nightingale,NA,,
Ohio Players,NA,soul,
Bee Gees,NA,rock,
Lou Rawls,NA,soul,
David Bowie,NA,rock,
Dr. Hook,NA,rock,
Bellamy Brothers,NA,country,
Vicki Sue Robinson,NA,disco,
Eric Carmen,NA,rock,
Dr. Hook,NA,rock,
Chicago,NA,rock,
Boz Scaggs,NA,rock,
Peter Frampton,NA,rock,
Aerosmith,NA,rock,
O'Jays,NA,soul,
Fleetwood Mac,NA,rock,
Paul Anka,NA,rock,
Cliff Richard,NA,rock,
Elvin Bishop,NA,rock,
John Sebastian,NA,rock,
"Earth, Wind and Fire",NA,soul,
Tavares,NA,disco,
Captain and Tennille,NA,rock,
Bay City Rollers,NA,,
Elton John,NA,rock,
Staple Singers,NA,soul,
Wings,NA,rock,
George Benson,NA,rock,
Electric Light Orchestra,NA,rock,
John Travolta,NA,,
Fleetwood Mac,NA,rock,
Beatles,NA,rock,
Bee Gees,NA,rock,
"Earth, Wind and Fire",NA,soul,
Daryl Hall and John Oates,NA,rock,
Beach Boys,NA,rock,
Orleans,NA,rock,
Jefferson Starship,NA,rock,
Foghat,NA,rock,
David Ruffin,NA,soul,
Peter Frampton,NA,rock,
Candi Staton,NA,soul,
Bay City Rollers,NA,,
Parliament,NA,soul,
Barry Manilow,NA,rock,
Kiss,NA,rock,
Thin Lizzy,NA,rock,
Steve Miller Band,NA,rock,
Glen Campbell,NA,rock,
Rod Stewart,NA,rock,
Andy Gibb,NA,rock,
Thelma Houston,NA,disco,
Rita Coolidge,NA,rock,
K.C. and The Sunshine Band,NA,rock,
ABBA,NA,,
Leo Sayer,NA,rock,
Jimmy Buffett,NA,rock,
Electric Light Orchestra,NA,rock,
Stevie Wonder,NA,soul,
Glen Campbell,NA,rock,
Daryl Hall and John Oates,NA,rock,
Leo Sayer,NA,rock,
Rose Royce,NA,soul,
Steve Miller Band,NA,rock,
Foreigner,NA,rock,
Climax Blues Band,NA,rock,
Commodores,NA,rock,
Jennifer Warnes,NA,folk,
Natalie Cole,NA,rock,
Barry Manilow,NA,rock,
Atlanta Rhythm Section,NA,rock,
Fleetwood Mac,NA,rock,
Brick,NA,,
Peter Frampton,NA,rock,
Kenny Rogers,NA,rock,
10cc,NA,rock,
James Taylor,NA,rock,
"Crosby, Stills and Nash",NA,rock,
Alice Cooper,NA,rock,
Johnny Rivers,NA,rock,
Andrew Gold,NA,rock,
Stevie Wonder,NA,soul,
Fleetwood Mac,NA,rock,
Heart,NA,rock,
Bob Seger,NA,rock,
Helen Reddy,NA,rock,
Marshall Tucker Band,NA,rock,
Kansas,NA,rock,
Barbra Streisand,NA,rock,
Engelbert Humperdinck,NA,,
Steve Miller Band,NA,rock,
Burton Cummings,NA,,
Elvis Presley,NA,rock,
Barry Manilow,NA,rock,
Ronnie Milsap,NA,country,
Foreigner,NA,rock,
Dean Friedman,NA,,
Bread,NA,rock,
Boz Scaggs,NA,rock,
K.C. and The Sunshine Band,NA,rock,
Bay City Rollers,NA,,
Electric Light Orchestra,NA,rock,
Supertramp,NA,rock,
Bee Gees,NA,rock,
Spinners,NA,soul,
Alice Cooper,NA,rock,
Carly Simon,NA,rock,
Rose Royce,NA,soul,
Captain and Tennille,NA,rock,
Aerosmith,NA,rock,
Al Stewart,NA,rock,
Fleetwood Mac,NA,rock,
Elton John,NA,rock,
B.J. Thomas,NA,rock,
ABBA,NA,,
Leo Sayer,NA,rock,
Andy Gibb,NA,rock,
Bee Gees,NA,rock,
Bee Gees,NA,rock,
Exile,NA,,
Bee Gees,NA,rock,
Player,NA,,
Andy Gibb,NA,rock,
Commodores,NA,rock,
Frankie Valli,NA,rock,
John Travolta,NA,,
Eric Clapton,NA,rock,
Rolling Stones,NA,rock,
Billy Joel,NA,rock,
Wings,NA,rock,
Yvonne Elliman,NA,disco,
Chic,NA,soul,
Bonnie Tyler,NA,rock,
Gerry Rafferty,NA,rock,
Barry Manilow,NA,rock,
Johnny Mathis,NA,jazz,
Meat Loaf,NA,rock,
Raydio,NA,,
ABBA,NA,,
Dan Hill,NA,rock,
Olivia Newton-John,NA,rock,
Foreigner,NA,rock,
Rod Stewart,NA,rock,
Roberta Flack,NA,rock,
Kansas,NA,rock,
Randy Newman,NA,,
O'Jays,NA,soul,
Natalie Cole,NA,rock,
Andy Gibb,NA,rock,
Paul Simon,NA,rock,
Jay Ferguson,NA,,
Atlanta Rhythm Section,NA,rock,
Bob Seger,NA,rock,
Trammps,NA,disco,
George Benson,NA,rock,
Styx,NA,rock,
Player,NA,,
Carly Simon,NA,rock,
Dolly Parton,NA,country,
Linda Ronstadt,NA,rock,
Steely Dan,NA,rock,
Anne Murray,NA,rock,
"Evelyn ""Champagne"" King",NA,,
Little River Band,NA,rock,
Jefferson Starship,NA,rock,
Eddie Money,NA,rock,
John Travolta,NA,,
Lynyrd Skynyrd,NA,rock,
Crystal Gayle,NA,country,
Patti Smith,NA,rock,
Robert Palmer,NA,rock,
Barry Manilow,NA,rock,
Rick James,NA,soul,
"Earth, Wind and Fire",NA,soul,
Santa Esmeralda,NA,disco,
Jackson Browne,NA,rock,
Kenny Loggins,NA,rock,
Chris Rea,NA,rock,
Foxy,NA,hip-hop,
Electric Light Orchestra,NA,rock,
Joe Walsh,NA,rock,
Linda Ronstadt,NA,rock,
Parliament,NA,soul,
Boston,NA,rock,
Electric Light Orchestra,NA,rock,
ABBA,NA,,
Rita Coolidge,NA,rock,
Bob Seger,NA,rock,
Steely Dan,NA,rock,
Chic,NA,soul,
Rod Stewart,NA,rock,
Gloria Gaynor,NA,disco,
Village People,NA,disco,
Anita Ward,NA,disco,
Bee Gees,NA,rock,
Dr. Hook,NA,rock,
Pointer Sisters,NA,rock,
Bee Gees,NA,rock,
Olivia Newton-John,NA,rock,
Blondie,NA,rock,
Doobie Brothers,NA,rock,
Chic,NA,soul,
Barbra Streisand,NA,rock,
Amii Stewart,NA,disco,
Suzi Quatro,NA,rock,
Maxine Nightingale,NA,,
Supertramp,NA,rock,
Billy Joel,NA,rock,
Raydio,NA,,
Dionne Warwick,NA,rock,
Bee Gees,NA,rock,
Cheap Trick,NA,rock,
Barbra Streisand,NA,rock,
Elton John,NA,rock,
"Earth, Wind and Fire",NA,soul,
Kenny Rogers,NA,rock,
Little River Band,NA,rock,
Sister Sledge,NA,soul,
Dr. Hook,NA,rock,
Kenny Rogers,NA,rock,
Village People,NA,disco,
Charlie Daniels Band,NA,rock,
John Stewart,NA,,
Wings,NA,rock,
Sister Sledge,NA,soul,
Bad Company,NA,rock,
Hot Chocolate,NA,rock,
Cher,NA,rock,
"Earth, Wind and Fire",The Emotions,soul,soul
Andy Gibb,NA,rock,
Bobby Caldwell,NA,,
Dire Straits,NA,rock,
Chic,NA,soul,
Rickie Lee Jones,NA,folk,
McFadden and Whitehead,NA,disco,
Little River Band,NA,rock,
Styx,NA,rock,
England Dan and John Ford Coley,John Ford Coley,,
Cheryl Lynn,NA,disco,
Electric Light Orchestra,NA,rock,
Anne Murray,NA,rock,
Kiss,NA,rock,
Gino Vannelli,NA,rock,
Linda Ronstadt,NA,rock,
"Earth, Wind and Fire",NA,soul,
Al Stewart,NA,rock,
Electric Light Orchestra,NA,rock,
Eric Clapton,NA,rock,
Ambrosia,NA,,
Eddie Rabbitt,NA,country,
Alice Cooper,NA,rock,
Foreigner,NA,rock,
Babys,NA,rock,
Michael Jackson,NA,pop,
Barry Manilow,NA,rock,
Bob Seger,NA,rock,
Van Halen,NA,rock,
Diana Ross,NA,soul,
Commodores,NA,rock,
Firefall,NA,rock,
Blondie,NA,rock,
Olivia Newton-John,NA,rock,
Michael Jackson,NA,pop,
Captain and Tennille,NA,rock,
Paul McCartney,NA,rock,
"Lipps, Inc.",NA,disco,
Billy Joel,NA,rock,
Gary Numan,NA,pop,
Smokey Robinson,NA,soul,
Air Supply,NA,rock,
Elton John,NA,rock,
Christopher Cross,NA,rock,
Diana Ross,NA,soul,
K.C. and The Sunshine Band,NA,rock,
Styx,NA,rock,
Billy Preston,NA,soul,
Manhattans,NA,soul,
Commodores,NA,rock,
Dr. Hook,NA,rock,
Robbie Dupree,NA,rock,
Ambrosia,NA,,
Kenny Loggins,NA,rock,
Jermaine Jackson,NA,disco,
Kenny Rogers,NA,rock,
Christopher Cross,NA,rock,
Dan Fogelberg,NA,rock,
Kenny Rogers,NA,rock,
Kool and The Gang,NA,soul,
Barbra Streisand,NA,rock,
Kim Carnes,NA,,
Pretenders,NA,rock,
Stevie Wonder,NA,soul,
Shalamar,NA,soul,
Cliff Richard,NA,rock,
Dr. Hook,NA,rock,
Bob Seger,NA,rock,
Rolling Stones,NA,rock,
Air Supply,NA,rock,
Little River Band,NA,rock,
Andy Gibb,NA,rock,
Pete Townshend,NA,rock,
Steve Forbert,NA,rock,
Anne Murray,NA,rock,
Isaac Hayes,NA,soul,
Tom Petty and The Heartbreakers,NA,rock,
Michael Jackson,NA,pop,
Irene Cara,NA,disco,
Bob Seger,NA,rock,
Linda Ronstadt,NA,rock,
Pure Prairie League,NA,rock,
Carole King,NA,rock,
Billy Joel,NA,rock,
Neil Sedaka,NA,rock,
Linda Ronstadt,NA,rock,
Michael Jackson,NA,pop,
Mickey Gilley,NA,country,
Pat Benatar,NA,rock,
Dionne Warwick,NA,rock,
Eddie Rabbitt,NA,country,
Supertramp,NA,rock,
Fleetwood Mac,NA,rock,
Daryl Hall and John Oates,NA,rock,
Neil Diamond,NA,rock,
George Benson,NA,rock,
Anne Murray,NA,rock,
Kenny Rogers,NA,rock,
Fleetwood Mac,NA,rock,
Charlie Daniels Band,NA,rock,
Boz Scaggs,NA,rock,
Barry Manilow,NA,rock,
Joe Walsh,NA,rock,
Tom Petty and The Heartbreakers,NA,rock,
Kim Carnes,NA,,
Diana Ross,NA,soul,
Kenny Rogers,NA,rock,
John Lennon,NA,rock,
Rick Springfield,NA,rock,
Kool and The Gang,NA,soul,
Daryl Hall and John Oates,NA,rock,
Eddie Rabbitt,NA,country,
Dolly Parton,NA,country,
REO Speedwagon,NA,rock,
Sheena Easton,NA,rock,
Smokey Robinson,NA,soul,
Blondie,NA,rock,
Ray Parker Jr.,Raydio,disco,
Blondie,NA,rock,
Grover Washington Jr.,Bill Withers,,soul
Pointer Sisters,NA,rock,
Climax Blues Band,NA,rock,
John Lennon,NA,rock,
ABBA,NA,,
Neil Diamond,NA,rock,
Air Supply,NA,rock,
Air Supply,NA,rock,
Barbra Streisand,NA,rock,
Styx,NA,rock,
Oak Ridge Boys,NA,country,
REO Speedwagon,NA,rock,
Gino Vannelli,NA,rock,
Barbra Streisand,NA,rock,
Manhattan Transfer,NA,jazz,
Foreigner,NA,rock,
Rod Stewart,NA,rock,
Commodores,NA,rock,
Don Mclean,NA,rock,
Diana Ross,NA,soul,
Daryl Hall and John Oates,NA,rock,
Kenny Rogers,NA,rock,
Pat Benatar,NA,rock,
Alan Parsons Project,NA,rock,
Bruce Springsteen,NA,rock,
Leo Sayer,NA,rock,
Styx,NA,rock,
Dottie West,NA,,
Journey,NA,rock,
Gary U.S. Bonds,NA,rnb,
Delbert McClinton,NA,rock,
Cliff Richard,NA,rock,
Neil Diamond,NA,rock,
Christopher Cross,NA,rock,
Alan Parsons Project,NA,rock,
Eric Clapton,NA,rock,
Steve Winwood,NA,rock,
Stevie Wonder,NA,soul,
Neil Diamond,NA,rock,
Police,NA,rock,
Steely Dan,NA,rock,
Stevie Wonder,NA,soul,
George Harrison,NA,rock,
Eddie Rabbitt,NA,country,
Billy Squier,NA,rock,
Alabama,NA,alternative/indie,
Stanley Clarke,NA,,
Dan Fogelberg,NA,rock,
John Schneider,NA,,
Pat Benatar,NA,rock,
Barbra Streisand,NA,rock,
John Lennon,NA,rock,
Heart,NA,rock,
Ronnie Milsap,NA,country,
Barry Manilow,NA,rock,
Daryl Hall and John Oates,John Oates,rock,rock
Olivia Newton-John,NA,rock,
Sheena Easton,NA,rock,
Beach Boys,NA,rock,
Sheena Easton,NA,rock,
Rosanne Cash,NA,rock,
Diana Ross,NA,soul,
Boz Scaggs,NA,rock,
Andy Gibb,NA,rock,
Olivia Newton-John,NA,rock,
Survivor,NA,rock,
Joan Jett,NA,rock,
Paul McCartney,NA,rock,
J. Geils Band,NA,rock,
Human League,NA,rock,
Steve Miller Band,NA,rock,
Chicago,NA,rock,
Soft Cell,NA,pop,
Daryl Hall,NA,rock,
Foreigner,NA,rock,
Rick Springfield,NA,rock,
Willie Nelson,NA,country,
Cars,NA,rock,
Dazz Band,NA,disco,
Go-Go's,NA,rock,
Ray Parker Jr.,NA,disco,
George Benson,NA,rock,
Air Supply,NA,rock,
Motels,NA,,
Men At Work,NA,rock,
Fleetwood Mac,NA,rock,
Alan Parsons Project,NA,rock,
"Earth, Wind and Fire",NA,soul,
Journey,NA,rock,
Dan Fogelberg,NA,rock,
Stevie Nicks,NA,rock,
Air Supply,NA,rock,
Little River Band,NA,rock,
Stevie Wonder,NA,soul,
Daryl Hall and John Oates,NA,rock,
Lindsey Buckingham,NA,rock,
Roberta Flack,NA,rock,
Rod Stewart,NA,rock,
REO Speedwagon,NA,rock,
Huey Lewis and The News,NA,rock,
Diana Ross,NA,soul,
Alabama,NA,alternative/indie,
"Crosby, Stills and Nash",NA,rock,
Eddie Money,NA,rock,
Karla Bonoff,NA,rock,
Elton John,NA,rock,
Go-Go's,NA,rock,
America,NA,rock,
Daryl Hall and John Oates,NA,rock,
A Flock Of Seagulls,NA,pop,
Jackson Browne,NA,rock,
Commodores,NA,rock,
Paul McCartney,NA,rock,
Kenny Rogers,NA,rock,
Journey,NA,rock,
Barbra Streisand,NA,rock,
Laura Branigan,NA,rock,
Elton John,NA,rock,
Neil Diamond,NA,rock,
Joan Jett and The Blackhearts,NA,,
Police,NA,rock,
Air Supply,NA,rock,
Michael McDonald,NA,rock,
Kool and The Gang,NA,soul,
Ronnie Milsap,NA,country,
Olivia Newton-John,NA,rock,
Diana Ross,NA,soul,
Go-Go's,NA,rock,
Van Halen,NA,rock,
Pointer Sisters,NA,rock,
Billy Idol,NA,rock,
Kim Wilde,NA,,
Little River Band,NA,rock,
Rolling Stones,NA,rock,
Stevie Wonder,NA,soul,
Loverboy,NA,rock,
Christopher Cross,NA,rock,
Kenny Rogers,NA,rock,
Stevie Nicks,NA,rock,
Police,NA,rock,
Michael Jackson,NA,pop,
Irene Cara,NA,disco,
Men At Work,NA,rock,
Michael Jackson,NA,pop,
Bonnie Tyler,NA,rock,
Daryl Hall and John Oates,NA,rock,
Eurythmics,NA,rock,
Culture Club,NA,rock,
Eddie Rabbitt,NA,country,
Dexy's Midnight Runners,NA,,
Bob Seger,NA,rock,
Sergio Mendes,NA,,
David Bowie,NA,rock,
Golden Earring,NA,rock,
Eddy Grant,NA,,
Thomas Dolby,NA,rock,
Pretenders,NA,rock,
Joe Cocker and Jennifer Warnes,Jennifer Warnes,,folk
Styx,NA,rock,
Lionel Richie,NA,rock,
After The Fire,NA,,
Marvin Gaye,NA,soul,
Human League,NA,rock,
Culture Club,NA,rock,
Men Without Hats,NA,pop,
Toni Basil,NA,,
Phil Collins,NA,rock,
Journey,NA,rock,
Daryl Hall and John Oates,NA,rock,
Kenny Rogers,NA,rock,
Stray Cats,NA,rock,
Billy Joel,NA,rock,
Stevie Nicks,NA,rock,
Billy Joel,NA,rock,
Lionel Richie,NA,rock,
Don Henley,NA,rock,
Michael Jackson,NA,pop,
Kajagoogoo,NA,pop,
Adam Ant,NA,,
Clash,NA,rock,
Men At Work,NA,rock,
Laura Branigan,NA,rock,
Rick Springfield,NA,rock,
Tubes,NA,pop,
Laura Branigan,NA,rock,
Styx,NA,rock,
Laura Branigan,NA,rock,
David Bowie,NA,rock,
Kinks,NA,rock,
Little River Band,NA,rock,
Air Supply,NA,rock,
Daryl Hall and John Oates,NA,rock,
Michael Jackson,NA,pop,
Christopher Cross,NA,rock,
Bryan Adams,NA,rock,
Kenny Loggins,NA,rock,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Loverboy,NA,rock,
Men At Work,NA,rock,
Culture Club,NA,rock,
Debarge,NA,soul,
Sammy Hagar,NA,rock,
Dionne Warwick,NA,rock,
Journey,NA,rock,
Joe Jackson,NA,rock,
Stray Cats,NA,rock,
Shalamar,NA,soul,
Jackson Browne,NA,rock,
Moving Pictures,NA,,
Michael Jackson,NA,pop,
Def Leppard,NA,rock,
Musical Youth,NA,,
Spandau Ballet,NA,rock,
Eric Clapton,NA,rock,
Peabo Bryson,NA,rock,
Tom Petty and The Heartbreakers,NA,rock,
Joe Jackson,NA,rock,
"Earth, Wind and Fire",NA,soul,
Tina Turner,NA,rock,
Paul McCartney,NA,rock,
Kenny Loggins,NA,rock,
Phil Collins,NA,rock,
Van Halen,NA,rock,
Lionel Richie,NA,rock,
Yes,NA,rock,
Ray Parker Jr.,NA,disco,
Culture Club,NA,rock,
John Waite,NA,rock,
Lionel Richie,NA,rock,
Deniece Williams,NA,soul,
Bruce Springsteen,NA,rock,
Cyndi Lauper,NA,rock,
Cyndi Lauper,NA,rock,
Pointer Sisters,NA,rock,
Laura Branigan,NA,rock,
Daryl Hall and John Oates,NA,rock,
Thompson Twins,NA,rock,
Kool and The Gang,NA,soul,
Stevie Wonder,NA,soul,
Rockwell,NA,,
Nena,NA,,
Dan Hartman,NA,disco,
Sheila E.,NA,,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Cyndi Lauper,NA,rock,
Madonna,NA,rock,
Corey Hart,NA,rock,
Billy Idol,NA,rock,
Eurythmics,NA,rock,
Billy Joel,NA,rock,
Night Ranger,NA,rock,
Cars,NA,rock,
Olivia Newton-John,NA,rock,
Chicago,NA,rock,
Peabo Bryson,NA,rock,
Pointer Sisters,NA,rock,
Shannon,NA,,
Julio Iglesias,NA,,
Billy Ocean,NA,rock,
Lionel Richie,NA,rock,
Elton John,NA,rock,
Huey Lewis and The News,NA,rock,
Kenny Rogers,NA,rock,
Pat Benatar,NA,rock,
Rod Stewart,NA,rock,
ZZ Top,NA,rock,
Rick Springfield,NA,rock,
Culture Club,NA,rock,
Huey Lewis and The News,NA,rock,
Cars,NA,rock,
Madonna,NA,rock,
Bruce Springsteen,NA,rock,
Quiet Riot,NA,rock,
Irene Cara,NA,disco,
Daryl Hall and John Oates,NA,rock,
Billy Joel,NA,rock,
Bananarama,NA,rock,
Wang Chung,NA,rock,
Pointer Sisters,NA,rock,
Ray Parker Jr.,Raydio,disco,
Michael Jackson,NA,pop,
Madonna,NA,rock,
John Lennon,NA,rock,
Culture Club,NA,rock,
Christopher Cross,NA,rock,
Debarge,NA,soul,
Police,NA,rock,
John Cougar Mellencamp,NA,rock,
Go-Go's,NA,rock,
Billy Joel,NA,rock,
Kool and The Gang,NA,soul,
Shalamar,NA,soul,
Rolling Stones,NA,rock,
John Cafferty,NA,,
Peter Schilling,NA,pop,
Cars,NA,rock,
Night Ranger,NA,rock,
Billy Squier,NA,rock,
Madonna,NA,rock,
Foreigner,NA,rock,
Chaka Khan,NA,soul,
Daryl Hall and John Oates,NA,rock,
Tears For Fears,NA,rock,
Dire Straits,NA,rock,
Madonna,NA,rock,
a-ha,NA,rock,
Paul Young,NA,rock,
REO Speedwagon,NA,rock,
Starship,NA,rock,
Huey Lewis and The News,NA,rock,
Simple Minds,NA,rock,
Kool and The Gang,NA,soul,
John Parr,NA,rock,
Glenn Frey,NA,rock,
Tears For Fears,NA,rock,
Stevie Wonder,NA,soul,
Whitney Houston,NA,pop,
Bryan Adams,NA,rock,
New Edition,NA,soul,
Billy Ocean,NA,rock,
Teena Marie,NA,soul,
Glenn Frey,NA,rock,
Ready For The World,NA,,
Debarge,NA,soul,
Phil Collins,NA,rock,
Chicago,NA,rock,
Pointer Sisters,NA,rock,
Pat Benatar,NA,rock,
Commodores,NA,rock,
Howard Jones,NA,rock,
Aretha Franklin,NA,soul,
Corey Hart,NA,rock,
Phil Collins,NA,rock,
Sheena Easton,NA,rock,
Whitney Houston,NA,pop,
Survivor,NA,rock,
Diana Ross,NA,soul,
Phil Collins,NA,rock,
Billy Ocean,NA,rock,
Don Henley,NA,rock,
Murray Head,NA,,
Animotion,NA,pop,
Tina Turner,NA,rock,
Madonna,NA,rock,
Tina Turner,NA,rock,
Tears For Fears,NA,rock,
Sade,NA,soul,
Mary Jane Girls,NA,disco,
Phil Collins,NA,rock,
Cyndi Lauper,NA,rock,
Bryan Adams,NA,rock,
Bruce Springsteen,NA,rock,
Kool and The Gang,NA,soul,
Eurythmics,NA,rock,
Paul McCartney,NA,rock,
Survivor,NA,rock,
Bryan Adams,NA,rock,
Katrina and The Waves,NA,,
Ashford and Simpson,NA,soul,
Madonna,NA,rock,
Bruce Springsteen,NA,rock,
Daryl Hall and John Oates,NA,rock,
Thompson Twins,NA,rock,
Debarge,NA,soul,
John Cougar Mellencamp,NA,rock,
Heart,NA,rock,
Kool and The Gang,NA,soul,
Jermaine Jackson,NA,disco,
Bruce Springsteen,NA,rock,
Tina Turner,NA,rock,
Aretha Franklin,NA,soul,
Lionel Richie,NA,rock,
Don Henley,NA,rock,
Madonna,NA,rock,
Night Ranger,NA,rock,
Sheena Easton,NA,rock,
Lionel Richie,NA,rock,
Patti Labelle,NA,soul,
Mr. Mister,NA,rock,
Whitney Houston,NA,pop,
Eddie Murphy,NA,,
Survivor,NA,rock,
Mr. Mister,NA,rock,
Robert Palmer,NA,rock,
Whitney Houston,NA,pop,
Atlantic Starr,NA,soul,
Peter Cetera,NA,rock,
Pet Shop Boys,NA,pop,
Billy Ocean,NA,rock,
Simple Minds,NA,rock,
Heart,NA,rock,
Steve Winwood,NA,rock,
Huey Lewis and The News,NA,rock,
Simply Red,NA,rock,
Peter Gabriel,NA,rock,
Starship,NA,rock,
Human League,NA,rock,
Nu Shooz,NA,,
Berlin,NA,pop,
Madonna,NA,rock,
Bon Jovi,NA,rock,
Billy Ocean,NA,rock,
Janet Jackson,NA,soul,
Heart,NA,rock,
Madonna,NA,rock,
Belinda Carlisle,NA,rock,
Level 42,NA,rock,
Bananarama,NA,rock,
Lionel Richie,NA,rock,
Miami Sound Machine,NA,,
Cyndi Lauper,NA,rock,
Kenny Loggins,NA,rock,
Janet Jackson,NA,soul,
Howard Jones,NA,rock,
Robert Palmer,NA,rock,
Miami Sound Machine,NA,,
Bangles,NA,rock,
Dire Straits,NA,rock,
Boston,NA,rock,
Stacey Q,NA,,
Orchestral Manoeuvres In The Dark,NA,rock,
Sade,NA,soul,
INXS,NA,rock,
Stevie Nicks,NA,rock,
Janet Jackson,NA,soul,
Eddie Money,NA,rock,
Scritti Politti,NA,rock,
James Brown,NA,soul,
El Debarge,NA,,
Cameo,NA,soul,
Van Halen,NA,rock,
Tina Turner,NA,rock,
John Cougar Mellencamp,NA,rock,
Baltimora,NA,,
Michael McDonald,NA,rock,
Madonna,NA,rock,
Miami Sound Machine,NA,,
ZZ Top,NA,rock,
Cars,NA,rock,
Rod Stewart,NA,rock,
Sheila E.,NA,,
Elton John,NA,rock,
Phil Collins,NA,rock,
Run-D.M.C.,Aerosmith,hip-hop,rock
Anita Baker,NA,soul,
Moody Blues,NA,rock,
Paul McCartney,NA,rock,
Daryl Hall,NA,rock,
Force M.D.'s,NA,,
Thompson Twins,NA,rock,
Lionel Richie,NA,rock,
George Michael,NA,rock,
Stevie Wonder,NA,soul,
Bangles,NA,rock,
Heart,NA,rock,
Whitney Houston,NA,pop,
Starship,NA,rock,
Robbie Nevil,NA,,
Whitesnake,NA,rock,
Bruce Hornsby and The Range,NA,,
Bob Seger,NA,rock,
Bon Jovi,NA,rock,
Los Lobos,NA,rock,
Wang Chung,NA,rock,
Crowded House,NA,rock,
Atlantic Starr,NA,soul,
U2,NA,rock,
Jody Watley,NA,disco,
Billy Idol,NA,rock,
Chris De Burgh,NA,rock,
Whitney Houston,NA,pop,
U2,NA,rock,
George Michael,NA,rock,
Peter Cetera,NA,rock,
Madonna,NA,rock,
Cutting Crew,NA,rock,
Kim Wilde,NA,,
Georgia Satellites,NA,rock,
Aretha Franklin,NA,soul,
Janet Jackson,NA,soul,
Linda Ronstadt,NA,rock,
Huey Lewis and The News,NA,rock,
Madonna,NA,rock,
Michael Jackson,NA,pop,
Madonna,NA,rock,
Janet Jackson,NA,soul,
Huey Lewis and The News,NA,rock,
Chicago,NA,rock,
Fleetwood Mac,NA,rock,
Suzanne Vega,NA,rock,
Bananarama,NA,rock,
